Tanggal;AF01;AF02;AF03;AF04;AF05;AF06;AF07;AF08;AF09;AF10;AF11;AF12;AF13;AF14;AF15;AF16;AF17;AF18;AF19;AF20;RY01;RY02;RY03
07/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
08/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
09/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; 0,5 ; 1,0 ; 3,0 ; 3,0 ; 2,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
10/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
11/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1,0 ; 6,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
12/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
13/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
14/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
15/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; 0,5 ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
16/02/2025; 32,0 ; 23,0 ; 30,2 ; 23,0 ; 33,5 ; 3,4 ; 15,0 ; 8,0 ; 11,0 ; 3,0 ; 8,5 ; 4,0 ; 7,5 ; 3,0 ; 10,0 ; 1,0 ; 5,0 ; - ; - ; - ; - ; - ; - 
17/02/2025; 13,0 ; 10,0 ; 3,0 ; 6,0 ; 4,0 ; 1,0 ; 1,0 ; - ; 1,0 ; 2,0 ; 6,0 ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
18/02/2025; - ; - ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - ; 2,0 ; 1,0 ; 2,0 ; 5,0 ; - ; - ; - ; - ; - ; - 
19/02/2025; 2,0 ; - ; 3,0 ; 1,0 ; 1,0 ; - ; 1,0 ; - ; 1,0 ; 4,0 ; 4,0 ; 3,0 ; 3,0 ; 26,0 ; 16,0 ; 14,5 ; 3,0 ; - ; - ; - ; - ; - ; - 
20/02/2025; 26,0 ; 20,5 ; 5,0 ; 7,0 ; 20,5 ; 27,0 ; 13,0 ; 7,0 ; 3,0 ; - ; 3,5 ; - ; - ; - ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - 
21/02/2025; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 4,0 ; - ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - 
22/02/2025; 1,0 ; - ; 8,0 ; - ; 5,5 ; - ; 2,0 ; 8,5 ; 10,0 ; 4,0 ; - ; 4,0 ; 8,5 ; 10,5 ; 12,0 ; 11,0 ; - ; - ; - ; - ; - ; - ; - 
23/02/2025; 4,0 ; - ; 10,0 ; - ; 1,0 ; - ; 1,0 ; 7,0 ; 8,0 ; 5,0 ; 2,0 ; 10,0 ; 4,0 ; 12,0 ; 4,0 ; 18,0 ; 7,0 ; - ; - ; - ; - ; - ; - 
24/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; 4,0 ; 4,0 ; 12,0 ; 3,0 ; 3,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - 
25/02/2025; 45,0 ; 60,0 ; 54,0 ; 39,0 ; 38,0 ; 40,0 ; 37,5 ; 33,0 ; 37,0 ; 38,0 ; 70,5 ; 45,0 ; 60,0 ; 61,5 ; 42,5 ; 47,0 ; 16,0 ; - ; - ; - ; - ; - ; - 
26/02/2025; 26,0 ; 38,0 ; 40,0 ; 40,0 ; 27,0 ; 20,0 ; 3,0 ; 4,0 ; 15,0 ; 14,0 ; 39,3 ; 24,0 ; 35,0 ; 20,5 ; 36,5 ; 16,0 ; 7,0 ; - ; - ; - ; - ; - ; - 
27/02/2025; 23,0 ; 23,5 ; 5,0 ; 4,0 ; 16,0 ; 13,0 ; 9,5 ; 17,5 ; 17,0 ; 14,0 ; 25,0 ; 13,0 ; 18,0 ; 16,5 ; 10,5 ; 14,0 ; - ; - ; - ; - ; - ; - ; - 
28/02/2025; 30,0 ; 30,0 ; 45,0 ; 15,0 ; 39,0 ; 41,0 ; 43,5 ; 47,0 ; 42,0 ; 25,0 ; 97,5 ; 63,0 ; 52,0 ; 54,0 ; 36,0 ; 47,0 ; 17,0 ; - ; - ; - ; - ; - ; - 
02/03/2025; 9,0 ; 10,5 ; - ; 3,0 ; 3,0 ; 2,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 17,0 ; - ; - ; - ; - ; - ; - 
03/03/2025; 1,0 ; - ; 15,0 ; 1,0 ; 13,0 ; 2,0 ; 2,0 ; 4,0 ; 3,0 ; 6,0 ; 36,5 ; 13,0 ; 24,0 ; 42,5 ; 29,0 ; 3,0 ; 19,0 ; - ; - ; - ; - ; - ; - 
04/03/2025; 35,5 ; 57,0 ; 10,5 ; 37,0 ; 9,5 ; 20,0 ; 15,0 ; 10,0 ; 26,0 ; 11,0 ; 5,0 ; 32,0 ; 4,0 ; 5,5 ; 5,0 ; 9,0 ; 13,0 ; - ; - ; - ; - ; - ; - 
06/03/2025; 4,0 ; 6,5 ; 8,0 ; 3,0 ; 20,0 ; 16,0 ; 17,5 ; 36,0 ; 21,0 ; 17,0 ; 3,0 ; 4,0 ; 7,0 ; 5,5 ; 5,5 ; 6,5 ; 14,0 ; - ; - ; - ; - ; - ; - 
07/03/2025; 17,0 ; 21,0 ; 12,0 ; 14,5 ; 15,0 ; 19,0 ; 13,0 ; 12,5 ; 15,0 ; 12,0 ; 5,5 ; 39,0 ; 8,0 ; 21,0 ; 24,0 ; 47,0 ; 50,0 ; - ; - ; - ; - ; - ; - 
08/03/2025; - ; - ; 27,0 ; 43,0 ; 38,0 ; - ; - ; - ; - ; - ; - ; - ; 21,0 ; 20,5 ; 20,5 ; 17,0 ; - ; - ; - ; - ; - ; - ; - 
09/03/2025; 45,0 ; 51,0 ; - ; - ; - ; 66,0 ; 43,0 ; 35,0 ; 35,0 ; 29,0 ; 22,0 ; 18,0 ; 35,0 ; 32,0 ; 25,0 ; 32,0 ; 29,0 ; - ; - ; - ; - ; - ; - 
10/03/2025; 10,0 ; 9,0 ; 10,0 ; 8,0 ; 13,0 ; 10,0 ; 8,0 ; 9,0 ; 35,0 ; - ; - ; 13,0 ; 8,0 ; 10,5 ; 12,5 ; 9,0 ; 20,0 ; - ; - ; - ; - ; - ; - 
11/03/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 7,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
12/03/2025; 18,0 ; 7,0 ; 9,0 ; 4,0 ; 5,0 ; - ; - ; - ; 1,0 ; 4,0 ; 5,0 ; - ; 2,0 ; 3,5 ; 8,0 ; 16,0 ; 9,0 ; - ; - ; - ; - ; - ; - 
13/03/2025; 9,0 ; 3,0 ; 5,0 ; 5,5 ; 7,0 ; 7,0 ; 5,0 ; 7,0 ; 4,0 ; 4,0 ; - ; 4,0 ; 5,0 ; 4,0 ; 8,5 ; 5,0 ; 10,0 ; - ; - ; - ; - ; - ; - 
14/03/2025; - ; - ; - ; - ; - ; - ; 1,0 ; 3,0 ; - ; - ; 3,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
15/03/2025; - ; 0,5 ; 1,5 ; 9,5 ; 6,0 ; 3,0 ; - ; 5,0 ; 6,0 ; - ; - ; - ; - ; 1,0 ; 2,0 ; 5,0 ; - ; - ; - ; - ; - ; - ; - 
16/03/2025; 3,0 ; 0,5 ; 26,0 ; 2,0 ; 6,0 ; 8,0 ; 13,5 ; 22,0 ; 24,0 ; 6,0 ; - ; 5,0 ; 17,0 ; 48,0 ; 45,0 ; 52,0 ; 162,0 ; - ; - ; - ; - ; - ; - 
17/03/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 14,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
18/03/2025; 24,0 ; 6,5 ; 8,0 ; 11,5 ; 10,5 ; 10,0 ; 11,6 ; 22,5 ; 10,0 ; 11,0 ; 3,0 ; 7,5 ; 24,0 ; 24,5 ; 22,5 ; 39,0 ; 21,0 ; - ; - ; - ; - ; - ; - 
19/03/2025; 7,0 ; 4,5 ; 12,0 ; 3,5 ; 5,0 ; 15,0 ; 16,5 ; 17,0 ; 17,0 ; 9,0 ; 22,0 ; 33,0 ; 6,0 ; 23,0 ; 15,5 ; 30,0 ; 17,0 ; - ; - ; - ; - ; - ; - 
20/03/2025; 2,0 ; 0,5 ; 6,0 ; 1,0 ; 2,0 ; 2,0 ; 3,5 ; 4,0 ; 2,0 ; 1,0 ; 3,0 ; - ; 2,0 ; 4,0 ; 7,5 ; 4,0 ; 6,0 ; - ; - ; - ; - ; - ; - 
22/03/2025; 15,0 ; 28,0 ; 23,5 ; 20,0 ; 20,0 ; 25,0 ; 20,5 ; 19,0 ; 23,0 ; 11,0 ; 15,5 ; 16,0 ; 9,0 ; 21,5 ; 27,0 ; - ; 70,0 ; - ; - ; - ; - ; - ; - 
23/03/2025; - ; - ; 3,0 ; - ; - ; - ; - ; - ; - ; - ; - ; 1,0 ; - ; 0,5 ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - 
24/03/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 3,0 ; 5,0 ; - ; - ; - ; - ; - ; - 
28/03/2025; 19,0 ; 18,0 ; - ; - ; 17,0 ; 7,0 ; 6,0 ; 2,0 ; 1,5 ; - ; - ; 15,0 ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - 
29/03/2025; 2,0 ; 2,0 ; 3,0 ; 5,0 ; 1,0 ; 2,0 ; 2,0 ; 1,0 ; 2,0 ; 5,0 ; - ; 6,0 ; - ; 2,5 ; 2,5 ; - ; - ; - ; - ; - ; - ; - ; - 
30/03/2025; - ; - ; - ; 2,0 ; - ; - ; - ; 5,0 ; 5,0 ; 6,0 ; - ; - ; - ; 28,0 ; 28,0 ; 14,0 ; - ; - ; - ; - ; - ; - ; - 
31/03/2025; 13,0 ; - ; - ; - ; 18,0 ; 6,0 ; - ; 30,0 ; 32,5 ; 22,0 ; - ; - ; - ; 24,5 ; 14,5 ; - ; - ; - ; - ; - ; - ; - ; - 
01/04/2025; - ; - ; 10,0 ; - ; - ; - ; 3,0 ; 4,5 ; 4,0 ; 4,0 ; - ; 3,0 ; 3,0 ; 3,5 ; 4,5 ; 14,0 ; 5,0 ; - ; - ; - ; - ; - ; - 
02/04/2025; 8,0 ; 9,0 ; 19,0 ; 22,0 ; 26,0 ; 17,0 ; 10,0 ; 3,5 ; 17,0 ; 20,0 ; 8,0 ; 2,0 ; 3,0 ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - 
03/04/2025; 13,0 ; 4,0 ; 14,0 ; 6,0 ; 14,0 ; 5,0 ; 5,0 ; 5,5 ; 13,0 ; 12,0 ; 24,0 ; 9,0 ; 22,0 ; 34,0 ; 22,0 ; 7,0 ; 6,0 ; - ; - ; - ; - ; - ; - 
05/04/2025; 4,0 ; 1,5 ; - ; - ; 1,0 ; 1,5 ; 1,0 ; - ; 1,0 ; 1,0 ; 1,0 ; 2,5 ; - ; 1,5 ; 3,5 ; 18,0 ; - ; - ; - ; - ; - ; - ; - 
06/04/2025; 15,0 ; 5,5 ; 19,0 ; 9,0 ; 25,5 ; 14,0 ; 11,0 ; 11,0 ; 18,0 ; 11,0 ; 23,0 ; 57,0 ; 34,0 ; 47,0 ; 40,0 ; 38,0 ; 48,0 ; - ; - ; - ; - ; - ; - 
07/04/2025; 2,0 ; 12,0 ; 8,0 ; 5,5 ; 7,0 ; - ; - ; 5,0 ; 7,0 ; - ; 4,5 ; 1,0 ; 2,0 ; 1,0 ; 5,0 ; 12,0 ; 10,0 ; - ; - ; - ; - ; - ; - 
08/04/2025; 10,0 ; 1,5 ; 7,0 ; 10,5 ; 9,0 ; 3,5 ; 5,1 ; 11,0 ; 1,0 ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
09/04/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2,0 ; - ; - ; - ; - ; - ; - ; - ; - 
10/04/2025; - ; - ; - ; - ; - ; - ; - ; 2,5 ; 1,0 ; 1,0 ; 4,0 ; - ; 1,0 ; 1,0 ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - 
11/04/2025; 49,0 ; 27,5 ; 19,0 ; 23,5 ; 16,0 ; 25,5 ; 46,0 ; 48,0 ; 39,0 ; 35,0 ; 35,0 ; 8,0 ; 21,0 ; 19,5 ; 19,5 ; 27,0 ; 5,0 ; - ; - ; - ; - ; - ; - 
12/04/2025; 46,0 ; 26,0 ; 13,0 ; 47,0 ; 32,0 ; 22,0 ; 11,5 ; 4,0 ; 8,0 ; 5,0 ; 13,5 ; - ; 11,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
13/04/2025; 1,0 ; 3,0 ; 1,0 ; 0,5 ; 1,0 ; 2,0 ; 1,0 ; - ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
14/04/2025; 19,0 ; 26,0 ; 11,0 ; 8,0 ; 18,0 ; 27,0 ; 16,6 ; 22,0 ; 24,0 ; 15,0 ; 9,0 ; 18,0 ; 6,0 ; 7,0 ; 7,0 ; 14,0 ; 2,0 ; - ; - ; - ; - ; - ; - 
16/04/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
17/04/2025; 8,0 ; 9,5 ; 12,0 ; 15,0 ; 14,0 ; 11,0 ; 11,0 ; 14,0 ; 16,0 ; 12,0 ; 10,5 ; 8,0 ; 6,0 ; 15,0 ; 12,5 ; 12,0 ; 11,0 ; - ; - ; - ; - ; - ; - 
19/04/2025; 1,0 ; 2,5 ; 2,0 ; 1,0 ; 3,0 ; 2,5 ; 5,0 ; 7,0 ; 7,0 ; 3,0 ; 20,0 ; 18,0 ; 5,0 ; 2,0 ; 2,0 ; - ; 12,0 ; - ; - ; - ; - ; - ; - 
20/04/2025; 8,0 ; 9,5 ; 1,0 ; 1,5 ; 0,5 ; - ; 1,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
21/04/2025; 43,0 ; 26,0 ; 18,0 ; 46,0 ; 19,0 ; 17,0 ; 21,5 ; 41,0 ; 20,0 ; 17,0 ; 43,0 ; 35,0 ; 41,0 ; 25,0 ; 16,0 ; 9,0 ; 12,0 ; - ; - ; - ; - ; - ; - 
22/04/2025; 12,0 ; 27,5 ; 24,0 ; 27,0 ; 5,5 ; 32,0 ; 20,0 ; 10,0 ; 10,0 ; 11,0 ; 10,5 ; 9,0 ; 8,0 ; 10,0 ; 12,5 ; 42,0 ; 45,0 ; - ; - ; - ; - ; - ; - 
23/04/2025; - ; - ; - ; 2,0 ; 0,5 ; - ; 5,0 ; - ; 5,0 ; - ; - ; - ; - ; - ; 0,5 ; - ; 1,0 ; - ; - ; - ; - ; - ; - 
24/04/2025; 3,5 ; 0,5 ; 3,0 ; 3,0 ; 2,5 ; 3,0 ; 2,0 ; 1,0 ; 1,0 ; 3,0 ; 11,5 ; 19,0 ; 7,5 ; 5,5 ; 6,5 ; 37,0 ; 35,0 ; - ; - ; - ; - ; - ; - 
25/04/2025; 54,0 ; 39,5 ; 38,0 ; 60,0 ; 25,0 ; 24,0 ; 43,0 ; 26,0 ; 17,0 ; 15,0 ; 48,0 ; 47,0 ; 24,0 ; 19,0 ; 17,0 ; 19,0 ; 24,0 ; - ; - ; - ; - ; - ; - 
26/04/2025;58;92;48;60;58;36;42;40;36;48;85;38;42;0;68,5;32;30;0;0;0;0;0;0
27/04/2025;0;0;11;0;3;0;7;2;5;6;8,6;4;2;1;0;0;0;0;0;0;0;0;0
28/04/2025;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
29/04/2025;8;7,5;0;0;8;8;19,5;7;1;0;0;0;0;0;1,5;0;2;0;0;0;0;0;0
04/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;3;19,5;11,5;0;0;0;0;0;0;0
05/05/2025;62;29,5;40;59;56;0;0,5;0;0,5;0;10,5;0;1;0;0;0;0;0;0;0;0;0;0
08/05/2025;0;0,5;4;0;0,5;0;0;0;0;0;0;0;0;0;1;15;8;0;0;0;0;0;0
09/05/2025;41;45;8;30;42;29;44;23;7;11;6,5;15;8;2;1,5;0;5;0;0;0;0;0;0
10/05/2025;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/05/2025;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
12/05/2025;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/05/2025;39;41;8;2;37;39;63;32;37;30;29,5;29;1;20;10;24;26;0;0;0;0;0;0
14/05/2025;28;29,5;54;43;21;44;37,5;30;29;30;11,5;28;4;14,5;16;35;31;0;0;0;0;0;0
15/05/2025;3;5,5;9;0;5;2;2;4;5;2;11,5;7;10;4;13,5;0;12;0;0;0;0;0;0
16/05/2025;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2025;19;14,5;3;17;6;5;12;12;15;5;0;7;0;0;0;0;6;0;0;0;0;0;0
18/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/05/2025;16;38;33;3;34,5;17;50;28;25;15;8,5;21;0;0;0;0;37;0;0;0;0;0;0
20/05/2025;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2025;4;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0
23/05/2025;6;1,5;1,5;1;1,5;1;2;3;0,5;0,5;2,5;2;2;3;2,5;2,5;2;0;0;0;0;0;0
24/05/2025;6;0;0;0;0;16;3,5;0;0;11;16,5;24;11;0;0;2;2;0;0;0;0;0;0
25/05/2025;35;30;30;21;46,5;54;7;18;8;16;41;38;38;51;51,5;40,5;39;0;0;0;0;0;0
26/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,5;3;0;0;0;0;0;0;0
27/05/2025;0;0,5;0;0;0,5;0;0;0;0;0;0;2;0;2;1;1;1;0;0;0;0;0;0
28/05/2025;0;5,5;0;0;4;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0
30/05/2025;6;2;0;3;3;0;8;2;2;1;2,5;4;3;2;3,5;2;6;0;0;0;0;0;0
31/05/2025;12;0;0;2,5;0;0;0;0;0;0;14;0;0;0;5;0;0;0;0;0;0;0;0
01/06/2025;45;0;0;0;30,5;2;38;39;38;31;14;13;39;26;26,5;5;39;0;0;0;0;0;0
03/06/2025;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
04/06/2025;1;0;4;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0
06/06/2025;0;2;11;0;4;1;0;0;0;0;5;2;7;0;12;56;8;0;0;0;0;0;0
08/06/2025;2;0,5;26;0;5;0;0;0;0;1;15,5;7;7;12;25,5;25;18;0;0;0;0;0;0
09/06/2025;0;0;15;23;15;6;4;8;4;3;23,7;27;7;26;38;0;20;0;0;0;0;0;0
10/06/2025;2;2,5;12,5;0;2;27;21,5;18;2;11;8;16;20;21;11;0;27;0;0;0;0;0;0
11/06/2025;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0
12/06/2025;0;0;5;0;1;0;1;0;0;0;0;8;15;12;12;25;0;0;0;0;0;0;0
13/06/2025;5;1,5;6;0;6;0;3,5;4;0;0;4,2;7;6;5;6,5;18;5;0;0;0;0;0;0
14/06/2025;18;32;5;15;31;36;8;22;28;12;0;35;15;41,5;29;25;0;0;0;0;0;0;0
16/06/2025;27;23,5;0;10;25;16;3;15;10;0;0;0;1;13;6;2;8;0;0;0;0;0;0
17/06/2025;1;0,5;0;0;0,5;0;0;0;0;0;0;0;1,5;1,5;2;0;2;0;0;0;0;0;0
18/06/2025;45;23;93;49;71;22;19;35;57;47;36,4;55;62;65,5;71,5;40;86;0;0;0;0;0;0
19/06/2025;3;2,5;5;3;3;18;14;6;4;4;0;7;2;2;2;25;14;0;0;0;0;0;0
21/06/2025;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
22/06/2025;0;2,5;3;12;0;0;0;0;0;0;0;0;0;3,5;3;2;2;0;0;0;0;0;0
23/06/2025;8;13;6,12;9;11;9,5;10;11;10;4;7,5;3,5;16;21;30;0;26;0;0;0;0;0;0
27/06/2025;25;42;19;17,5;16;19,5;24;15;25;12;31;10;9;14;9,5;22;18;0;0;0;0;0;0
28/06/2025;29;11,5;17;11;10,5;4,5;4;9;15;15;0;10;10;8;18;10;9;0;0;0;0;0;0
29/06/2025;35;11,5;9;19;19;24;23;20;15;16;23,7;8,7;15;20;16;25;23;0;0;0;0;0;0
03/07/2025;0;1,5;0;5,5;9;2;2;4;8;5;35;16,5;38;14;25;76;28;0;0;0;0;0;0
04/07/2025;1;1,5;0;2;4;12;20,5;1,5;1,5;7;6,5;1;0;1;1;10;15;0;0;0;0;0;0
05/07/2025;10,5;2,5;18;23,5;23,5;23;19,5;18;25;7;24;22;20,2;16,5;17;0;0;0;0;0;0;0;0
06/07/2025;3;3;2;5,5;3;4,5;3;3;5;4;0;4;3;4,5;8;5;16;0;0;0;0;0;0
07/07/2025;0;0,5;0;0;2,5;0;2;1;3;0;4,5;0;0;0;0,5;0;0;0;0;0;0;0;0
13/07/2025;77;86;80;90;72;73,5;79,1;46;73;60;45;73;73;63;43;50;90;0;0;0;0;0;0
14/07/2025;2;0;0;0;0;0;0;0;2;1;0;0;0;11;0;0;2;0;0;0;0;0;0
15/07/2025;1;4,5;3,2;1;3,5;3,5;9;10;5;4;4,5;0;0;0;0;0;0;0;0;0;0;0;0
16/07/2025;2;0;0;0;1,5;1,5;0;1;0;6;0;13,5;0;9;5;0;6;0;0;0;0;0;0
17/07/2025;0;0;0;0;0,5;0;0;0;0;0;0;0;0;1;0,5;0;0;0;0;0;0;0;0
01/08/2025;9;7;0;14;17;9,5;8;7;6;10;0;18,1;20;24;17;18;19;0;0;0;0;0;0
02/08/2025;0;0;2;0;0,5;2;3,5;1;5;1;21;0;0;1;0;0;0;0;0;0;0;0;0
03/08/2025;23;24;21;21;28;26;21;25;27;22;25;28,5;25;28;25;26;37;0;0;0;0;0;0
04/08/2025;0;0;6;1;1;1;0;0;2;1;0;0,5;0;0;2;1;0;0;0;0;0;0;0
09/08/2025;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
10/08/2025;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;0;0;0;0;0;0
11/08/2025;43;55,5;27;64;61,5;50;50;46;53;56;42,8;29;40;12;40,5;41;37;0;0;0;0;0;0
13/08/2025;15;8;13;9,5;4,5;4;8,5;9;8;12;0;16,1;18;21;19;18;19;0;0;0;0;0;0
14/08/2025;0;0;0;0;0;0;0;0;0;0;30,3;0;0,2;0;1,5;3;4;0;0;0;0;0;0
15/08/2025;2;1;5;1;5,5;8;12;10;11;5;1,5;3;2,3;6,5;2,5;4;5;0;0;0;0;0;0
16/08/2025;0;0;1;0;1;0;1,5;0;0;0;1,4;1,2;6,5;0;1;0;0;0;0;0;0;0;0
17/08/2025;9;5;6;6,5;6;2;0;0;2;1;14;19;8;6;7;10;12;0;0;0;0;0;0
18/08/2025;19;20;18;14,5;19;7;28;22;5;7;20;18,5;20;26;20;32;36;0;0;0;0;0;0
19/08/2025;45;21,5;21;37;22;28,5;29;20;10;26;39;49;47,5;61,5;40,5;36;40;0;0;0;0;0;0
20/08/2025;0;0;0;0;0;0;0;0;0;0;0,5;0;0;1;0;0;0;0;0;0;0;0;0
22/08/2025;45;47;28;41;62;48;13;8;11;12;6,5;0;1;0;1;1;2;0;0;0;0;0;0
23/08/2025;0;0;0;0;0;0;0;0;6;0;0;3;2;3;10;14;18;0;0;0;0;0;0
26/08/2025;0;0,5;0;0;1;6;5;4;2;0;0;0;7;1,5;6;10;3;0;0;0;0;0;0
27/08/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;3;0;0;0;0;0;0
28/08/2025;25;28,5;0;26;21;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/08/2025;17;9,5;31;10;22,5;21,5;10;13;17;18;45;21,6;37,5;22;25;18;37;0;0;0;0;0;0
01/09/2025;0;0;0;0;0;0;1;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0;0
02/09/2025;76;68,5;62,5;73,5;72;64;38;32;43;54;35;25;39,5;37,5;31;34;68;0;0;0;0;0;0
03/09/2025;6;4;8,2;2,5;3;8;10;8;22;14;8;3,3;5,5;3,5;6,5;11;18;0;0;0;0;0;0
05/09/2025;14;10,5;15;12,5;7,5;4,5;6;7;10;9;2,5;6,5;4;4;3,5;3;6,5;0;0;0;0;0;0
06/09/2025;37;36;38;23,5;42;38;36;35;38;35;13,5;26,6;19,5;25,5;23,5;21;17;0;0;0;0;0;0
07/09/2025;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0,5;1;1;0;0;0;0;0;0
08/09/2025;59;35;29;26;39,5;23;59,5;45;39;51;50,1;111;95;90,5;73;55;76;0;0;0;0;0;0
09/09/2025;28;37,5;37;34,5;29,5;26,5;46,5;29;34;36;47,8;51;49;31,5;32;92;94;0;0;0;0;0;0
10/09/2025;18;12;14;14;13,5;9;5,2;2;2;10;9,2;14;11;18;10,5;21;14;0;0;0;0;0;0
11/09/2025;20;10;15;13,5;10,5;16;23;11;13;5;3,9;8,7;5;7;4;13,5;10;0;0;0;0;0;0
12/09/2025;21;27,5;23;30,5;16,5;20,5;26;25;10;18;15;27,7;19,4;23;17,5;17;25;0;0;0;0;0;0
13/09/2025;22;12;5;25,5;9;17,5;30;5;16;10;3;4;5;7,5;4;7;10;0;0;0;0;0;0
14/09/2025;9;3,5;1;12;2,5;3,5;2,5;1;1;1;0;0;0;0;0;0;5,5;0;0;0;0;0;0
15/09/2025;17;10,5;0;14;0,5;0;0;0;1;0;0;0;0;1;0;1;10;0;0;0;0;0;0
16/09/2025;51;90;46;82,5;46;80,5;72;51,5;47;43;55,5;77,5;46,5;50;36;40;111;0;0;0;0;0;0
17/09/2025;6;4,5;8;4,5;7,5;8;5,5;5;5;6;2,5;2,5;2,5;2,5;2,5;2;3;0;0;0;0;0;0
19/09/2025;50;36;42;39,5;40,5;36;41,5;38;8;35;48,5;42;46;55;44;35;44;0;0;0;0;0;0
28/09/2025;24;17;8;17;3;6,5;9;2;2;2;3,5;3;4;4;3;2;3;0;0;0;0;0;0
29/09/2025;1;1;1;1;1,5;1;1;1;2;1;0;1,5;1;2;1;1;3;0;0;0;0;0;0
